Code_INSEE;Nom_commune;Code_postal;coordonnees_gps;Population
76245;ESLETTES;76710;49.5476, 1.04648;1565
76249;ETAIMPUIS;76850;49.6399, 1.14395;781
76255;EU;76260;50.0413, 1.42862;7334
76261;LA FERTE ST SAMSON;76440;49.5773, 1.53689;481
76264;FLAMANVILLE;76970;49.6313, 0.832008;499
76274;LA FONTELAYE;76890;49.6941, 0.943772;34
76278;FOUCARMONT;76340;49.8483, 1.56381;882
76285;FRESNE LE PLAN;76520;49.4138, 1.29662;631
76289;ST MARTIN DE L IF;76190;49.5652, 0.833069;1693
76289;ST MARTIN DE L IF;76190;49.5652, 0.833069;1693
76298;GANZEVILLE;76400;49.7315, 0.403637;503
76304;GONFREVILLE CAILLOT;76110;49.652, 0.440254;348
76306;GONNETOT;76730;49.7619, 0.896606;205
76311;GOUPILLIERES;76570;49.5836, 0.983267;426
76323;GRAVAL;76270;49.7281, 1.5507;156
76327;GREUVILLE;76810;49.8069, 0.910034;384
76331;GRUGNY;76690;49.6182, 1.10617;980
76338;LA HALLOTIERE;76780;49.5217, 1.47595;219
76340;HARCANVILLE;76560;49.7084, 0.768506;516
76341;HARFLEUR;76700;49.5138, 0.19705;8415
76346;HAUTOT L AUVRAY;76450;49.7653, 0.755291;360
76351;LE HAVRE;76610;49.4985, 0.140154;174911
76359;HERONCHELLES;76750;49.5381, 1.3815;135
76361;HEUQUEVILLE;76280;49.6177, 0.152224;714
76362;HEURTEAUVILLE;76940;49.4532, 0.801911;320
76370;HUGLEVILLE EN CAUX;76570;49.6237, 0.99012;439
76371;LES IFS;76630;49.8887, 1.39681;78
76375;INGOUVILLE;76460;49.8445, 0.681515;274
76384;LILLEBONNE;76170;49.5087, 0.534042;9136
76385;LIMESY;76570;49.6085, 0.923811;1537
76388;LINTOT;76210;49.5594, 0.567071;450
76390;LES LOGES;76790;49.6976, 0.284739;1227
76397;LONGUEVILLE SUR SCIE;76590;49.7957, 1.10719;1005
76398;LOUVETOT;76490;49.5727, 0.723368;678
76406;MANIQUERVILLE;76400;49.6945, 0.346572;402
76409;MANNEVILLETTE;76290;49.5957, 0.17539;825
76411;MARQUES;76390;49.7798, 1.68297;226
76415;MASSY;76270;49.6879, 1.39541;363
76416;MATHONVILLE;76680;49.6233, 1.38237;323
76425;MENTHEVILLE;76110;49.6915, 0.409517;298
76436;LE MESNIL SOUS JUMIEGES;76480;49.4143, 0.855001;656
76446;MONTIGNY;76380;49.4587, 0.997605;1167
76454;MORTEMER;76270;49.7444, 1.54647;83
76470;NORMANVILLE;76640;49.6912, 0.587023;697
76471;NORVILLE;76330;49.4817, 0.643539;971
76473;NOTRE DAME DE BLIQUETUIT;76940;49.496, 0.753081;757
76474;NOTRE DAME DE BONDEVILLE;76960;49.4876, 1.05409;7230
76476;PORT JEROME SUR SEINE;76170;49.4896, 0.572888;9944
76481;OCTEVILLE SUR MER;76930;49.5589, 0.117908;5899
76484;OISSEL;76350;49.3478, 1.07401;11444
76486;ORIVAL;76500;49.3188, 0.996414;952
76498;LE PETIT QUEVILLY;76140;49.4238, 1.06033;22820
76503;PISSY POVILLE;76360;49.5338, 1.00171;1265
76506;POMMEREVAL;76680;49.7349, 1.30505;451
76513;QUEVILLON;76840;49.415, 0.960559;608
76519;RAINFREVILLE;76730;49.7932, 0.923802;75
76521;REBETS;76750;49.5131, 1.39322;145
76542;ROUTES;76560;49.73, 0.747872;267
76543;ROUVILLE;76210;49.6267, 0.498324;655
76545;ROUXMESNIL BOUTEILLES;76370;49.8999, 1.09967;1929
76557;ST ARNOULT;76490;49.5367, 0.677044;1331
76560;ST AUBIN EPINAY;76160;49.4189, 1.20456;1050
91511;PUSSAY;91740;48.3501, 1.99758;2196
91519;RICHARVILLE;91410;48.4686, 1.99843;408
91533;SACLAS;91690;48.3584, 2.11333;1813
91534;SACLAY;91400;48.7354, 2.1663;3959
91544;ST CYR LA RIVIERE;91690;48.3501, 2.13743;520
91556;ST HILAIRE;91780;48.4416, 2.08707;409
91599;SOISY SUR ECOLE;91840;48.4787, 2.48222;1319
91617;TIGERY;91250;48.6445, 2.51906;3527
91634;VAUGRIGNEUSE;91640;48.6013, 2.10541;1292
91648;VERT LE GRAND;91810;48.5836, 2.3672;2461
91657;VIGNEUX SUR SEINE;91270;48.7037, 2.42793;30941
91659;VILLABE;91100;48.5858, 2.452;5436
91667;VILLEMOISSON SUR ORGE;91360;48.6613, 2.33109;6997
91687;VIRY CHATILLON;91170;48.6696, 2.37374;31222
91691;YERRES;91330;48.7157, 2.49273;29254
92024;CLICHY;92110;48.9035, 2.30575;60819
92026;COURBEVOIE;92400;48.8984, 2.25571;83756
92046;MALAKOFF;92240;48.817, 2.29694;30225
92049;MONTROUGE;92120;48.8153, 2.31649;49255
92050;NANTERRE;92000;48.8961, 2.20671;95851
92071;SCEAUX;92330;48.7768, 2.29529;19740
92076;VAUCRESSON;92420;48.8411, 2.16026;9024
93027;LA COURNEUVE;93120;48.9323, 2.39978;41956
93029;DRANCY;93700;48.9234, 2.44493;70206
93039;L ILE ST DENIS;93450;48.9396, 2.32545;7575
93047;MONTFERMEIL;93370;48.8983, 2.56714;25894
93050;NEUILLY SUR MARNE;93330;48.8625, 2.54;34968
93051;NOISY LE GRAND;93160;48.8362, 2.56444;66683
93055;PANTIN;93500;48.8983, 2.40872;55469
93057;LES PAVILLONS SOUS BOIS;93320;48.9082, 2.50297;23504
93059;PIERREFITTE SUR SEINE;93380;48.961, 2.36328;29785
93063;ROMAINVILLE;93230;48.8852, 2.43768;26173
93066;ST DENIS;93210;48.9296, 2.35924;112113
93073;TREMBLAY EN FRANCE;93290;48.9784, 2.55469;35581
93077;VILLEMOMBLE;93250;48.8848, 2.50893;30046
94002;ALFORTVILLE;94140;48.7961, 2.42125;44634
94033;FONTENAY SOUS BOIS;94120;48.8511, 2.47395;54249
94060;LA QUEUE EN BRIE;94510;48.7776, 2.58386;12054
94071;SUCY EN BRIE;94370;48.7656, 2.53306;26603
94080;VINCENNES;94300;48.8474, 2.43799;49908
94081;VITRY SUR SEINE;94400;48.7883, 2.39413;93133
95028;ATTAINVILLE;95570;49.061, 2.35044;1765
95042;BAILLET EN FRANCE;95560;49.0588, 2.30242;2027
95046;BANTHELU;95420;49.1256, 1.81493;155
95078;BOISSY L AILLERIE;95650;49.0831, 2.03269;1848
95094;BOUQUEVAL;95720;49.0223, 2.42997;315
95101;BRAY ET LU;95710;49.1422, 1.66576;964
95110;BRIGNANCOURT;95640;49.1396, 1.94352;202
95116;BRUYERES SUR OISE;95820;49.161, 2.32878;4292
95141;CHARMONT;95420;49.1371, 1.78987;30
95142;CHARS;95750;49.1576, 1.93153;2132
95144;CHATENAY EN FRANCE;95190;49.0649, 2.46275;69
95170;CONDECOURT;95450;49.0376, 1.93659;577
95176;CORMEILLES EN PARISIS;95240;48.9682, 2.19921;23901
95183;COURDIMANCHE;95800;49.0407, 1.99944;6807
95197;DEUIL LA BARRE;95170;48.9713, 2.32616;22325
95199;DOMONT;95330;49.0297, 2.3229;15565
95211;ENNERY;95300;49.0784, 2.10941;2444
95214;EPINAY CHAMPLATREUX;95270;49.09, 2.4071;66
95250;FOSSES;95470;49.1, 2.49906;9656
95259;GADANCOURT;95450;49.0986, 1.85848;85
95271;GENICOURT;95650;49.0948, 2.06073;533
95287;GRISY LES PLATRES;95810;49.1332, 2.04846;676
95303;LE HEAULME;95640;49.167, 2.0004;208
95331;LASSY;95270;49.0949, 2.43785;173
95348;LONGUESSE;95450;49.0617, 1.92659;548
95352;LUZARCHES;95270;49.1151, 2.44083;4608
95409;MOISSELLES;95570;49.046, 2.33745;1432
95422;MONTGEROULT;95650;49.0908, 2.00787;405
95488;PIERRELAYE;95220;49.0194, 2.16106;8339
95527;ROISSY EN FRANCE;95700;49.0066, 2.51418;2904
95535;SAGY;95450;49.0526, 1.96852;1150
95610;THEMERICOURT;95450;49.0904, 1.90532;290
95611;THEUVILLE;95810;49.1568, 2.06917;31
95627;VALLANGOUJARD;95810;49.1341, 2.10393;643
95628;VALMONDOIS;95760;49.0976, 2.18016;1228
95633;VAUDHERLAND;95500;49.0005, 2.48643;79
95675;VILLERON;95380;49.0608, 2.53451;760
97114;GOYAVE;97128;16.1217, -61.6138;0
97121;POINTE NOIRE;97116;16.2271, -61.7633;0
97204;LE CARBET;97221;14.711, -61.1648;0
97206;LE DIAMANT;97223;14.4891, -61.0211;0
97216;LE MARIGOT;97225;14.7809, -61.0508;0
97217;LE MARIN;97290;14.484, -60.8579;0
97220;RIVIERE PILOTE;97211;14.5088, -60.8978;0
97222;LE ROBERT;97231;14.6752, -60.943;0
97222;LE ROBERT;97231;14.6752, -60.943;0
97233;LE MORNE VERT;97226;14.7038, -61.1353;0
97302;CAYENNE;97300;5.02174, -52.5013;0
97303;IRACOUBO;97350;5.27291, -53.3208;0
97312;SINNAMARY;97315;5.232, -53.0131;0
97356;CAMOPI;97330;2.83799, -52.7965;0
97404;L ETANG SALE;97427;-21.2494, 55.3668;0
97405;PETITE ILE;97429;-21.3401, 55.5687;0
97409;ST ANDRE;97440;-20.963, 55.6427;0
97409;ST ANDRE;97440;-20.963, 55.6427;0
97410;ST BENOIT;97437;-21.0919, 55.6494;0
97410;ST BENOIT;97470;-21.0919, 55.6494;0
97411;ST DENIS;97490;-20.933, 55.4469;0
97411;ST DENIS;97490;-20.933, 55.4469;0
21683;VIEVY;21230;47.0577, 4.45617;358
21685;VILLAINES EN DUESMOIS;21450;47.6871, 4.51967;257
21688;VILLARS FONTAINE;21700;47.15, 4.90096;127
21689;VILLARS ET VILLENOTTE;21140;47.509, 4.37865;189
21699;VILLERS LES POTS;21130;47.2102, 5.34734;1113
21701;VILLERS ROTIN;21130;47.156, 5.40683;137
21709;VISERNY;21500;47.5627, 4.28367;184
22002;ANDEL;22400;48.4945, -2.55104;1132
22004;BEGARD;22140;48.6346, -3.29153;4834
22018;BRELIDY;22140;48.649, -3.22763;306
22020;BROONS;22250;48.3108, -2.24134;2948
22023;BULAT PESTIVIEN;22160;48.4346, -3.33259;432
22026;CALORGUEN;22100;48.4051, -2.02621;722
22027;LE CAMBOUT;22210;48.0588, -2.62106;450
22028;CAMLEZ;22450;48.7832, -3.31551;924
22030;CAOUENNEC LANVEZEAC;22300;48.7062, -3.36791;885
22037;LA CHAPELLE NEUVE;22160;48.4656, -3.44068;425
22045;COHINIAC;22800;48.4522, -2.94663;387
22052;DUAULT;22160;48.3648, -3.4362;369
22053;EREAC;22250;48.2743, -2.34356;689
22054;ERQUY;22430;48.6194, -2.45858;3976
22054;ERQUY;22430;48.6194, -2.45858;3976
22064;GOUAREC;22570;48.2358, -3.19538;928
22065;GOUDELIN;22290;48.6033, -3.02259;1771
22079;HENON;22150;48.3866, -2.68323;2271
22084;JUGON LES LACS COMMUNE NOUVELLE;22270;48.4167, -2.32522;2532
22086;KERFOT;22500;48.7371, -3.03105;728
22093;LAMBALLE;22400;48.4684, -2.49535;13935
22093;LAMBALLE;22400;48.4684, -2.49535;13935
22094;LANCIEUX;22770;48.6013, -2.14729;1565
22101;LANGOAT;22450;48.7348, -3.29767;1196
22103;LANGROLAY SUR RANCE;22490;48.553, -2.01384;934
22109;LANLOUP;22580;48.7099, -2.96884;246
22111;LANMODEZ;22610;48.8449, -3.0987;440
22115;LANRIVAIN;22480;48.3591, -3.21502;506
22118;LANVALLAY;22100;48.4518, -2.01053;4178
22126;LE LESLAY;22800;48.424, -2.96497;156
22127;LEZARDRIEUX;22740;48.8036, -3.10892;1558
22133;LOSCOUET SUR MEU;22230;48.1757, -2.25102;660
22138;MAEL PESTIVIEN;22160;48.4041, -3.29048;404
22146;MELLIONNEC;22110;48.1688, -3.2898;438
22148;MERILLAC;22230;48.2494, -2.39128;243
22164;PEDERNEC;22540;48.588, -3.27691;1904
22166;PENVENAN;22710;48.816, -3.30225;2678
22168;PERROS GUIREC;22700;48.8094, -3.46769;7554
22171;PLAINTEL;22940;48.4106, -2.8104;4382
22179;FREHEL;22240;48.6348, -2.36203;1590
22190;PLESLIN TRIGAVOU;22490;48.5279, -2.07095;3594
22194;PLESTIN LES GREVES;22310;48.6477, -3.61979;3690
22197;PLEUDIHEN SUR RANCE;22690;48.5093, -1.94146;2914
22211;PLOUBEZRE;22300;48.6855, -3.4484;3681
22213;PLOUER SUR RANCE;22490;48.5248, -2.0066;3588
22215;PLOUFRAGAN;22440;48.4877, -2.80852;11699
22227;PLOUNERIN;22780;48.5668, -3.54835;749
22233;PLOURIVO;22860;48.7416, -3.0932;2318
22235;PLOUZELAMBRE;22420;48.6478, -3.5368;236
22239;PLUMAUDAN;22350;48.356, -2.11489;1289
22243;PLUSQUELLEC;22160;48.3993, -3.48393;549
22245;PLUZUNET;22140;48.6364, -3.37121;1047
22251;PORDIC;22590;48.5702, -2.82517;7244
22251;PORDIC;22590;48.5702, -2.82517;7244
22251;PORDIC;22590;48.5702, -2.82517;7244
22256;QUEMPER GUEZENNEC;22260;48.7006, -3.10832;1155
22258;QUESSOY;22120;48.4273, -2.65707;4078
22262;QUINTIN;22800;48.403, -2.91221;3016
22272;ST AGATHON;22200;48.5629, -3.10082;2306
22276;ST BIHY;22800;48.3759, -2.96669;252
22278;ST BRIEUC;22000;48.515, -2.76155;47166
22280;ST CARNE;22100;48.4196, -2.05461;1055
22282;ST CAST LE GUILDO;22380;48.6037, -2.24912;3464
22282;ST CAST LE GUILDO;22380;48.6037, -2.24912;3464
22285;ST CONNEC;22530;48.18, -2.92593;261
22287;ST DONAN;22800;48.4658, -2.88659;1483
22288;ST ETIENNE DU GUE DE L ISLE;22210;48.0857, -2.64403;369
22302;ST JACUT DE LA MER;22750;48.588, -2.19325;909
22306;ST JUDOCE;22630;48.3625, -1.95433;585
22314;ST MAUDAN;22600;48.1114, -2.7677;414
22322;ST PEVER;22720;48.4823, -3.09102;440
22323;ST POTAN;22550;48.5574, -2.29323;806
22325;ST QUAY PORTRIEUX;22410;48.6542, -2.84382;3161
22332;ST TRIMOEL;22510;48.3933, -2.54124;520
22335;SENVEN LEHART;22720;48.4354, -3.0645;236
22339;TADEN;22100;48.4879, -2.05403;2422
22343;TREBEURDEN;22560;48.7708, -3.55769;3776
22345;TREBRY;22510;48.3457, -2.55853;856
22349;TREDREZ LOCQUEMEAU;22300;48.7075, -3.56441;1494
22350;TREDUDER;22310;48.6543, -3.56642;205
22372;TREMUSON;22440;48.5248, -2.84791;2057
22373;TREOGAN;22340;48.1867, -3.53008;103
22389;YFFINIAC;22120;48.4685, -2.68098;5093
23003;ALLEYRAT;23200;45.9878, 2.15421;147
23011;AULON;23210;46.0918, 1.69586;161
23019;BEISSAT;23260;45.7648, 2.28346;27
23025;BONNAT;23220;46.323, 1.91345;1335
23026;BORD ST GEORGES;23230;46.2517, 2.28716;365
23030;BOURGANEUF;23400;45.9488, 1.74901;2990
23034;BROUSSE;23700;45.9721, 2.45299;26
23037;BUSSIERE NOUVELLE;23700;46.0137, 2.41956;97
23038;BUSSIERE ST GEORGES;23600;46.4018, 2.15511;258
23049;CHAMPSANGLARD;23220;46.2807, 1.88931;245
48041;CHASTANIER;48300;44.7226, 3.75305;82
48042;CHASTEL NOUVEL;48000;44.5708, 3.49281;865
48047;LA CHAZE DE PEYRE;48130;44.7027, 3.24188;0
48054;CUBIERETTES;48190;44.4437, 3.7875;55
48087;MALBOUZON;48270;44.7071, 3.1303;294
48090;LE MALZIEU VILLE;48140;44.8631, 3.33644;762
48096;MEYRUEIS;48150;44.1719, 3.45166;970
48105;NAUSSAC FONTANES;48300;44.7574, 3.80004;370
48112;PIERREFICHE;48300;44.6853, 3.73234;170
48115;LE POMPIDOU;48110;44.2035, 3.65983;173
48116;PONT DE MONTVERT SUD MONT LOZERE;48220;44.3743, 3.76918;607
48119;PREVENCHERES;48800;44.5189, 3.92049;269
48120;PRINSUEJOLS;48100;44.6685, 3.16898;0
48128;RIMEIZE;48200;44.7646, 3.31719;597
48129;ROCLES;48300;44.7027, 3.78579;240
48147;ST ETIENNE DU VALDONNEZ;48000;44.4421, 3.57374;688
48153;ST GAL;48700;44.6677, 3.41593;99
48156;ST GERMAIN DU TEIL;48340;44.4817, 3.17238;873
48158;ST HILAIRE DE LAVIT;48160;44.2534, 3.85446;120
48167;ST LAURENT DE VEYRES;48310;44.7667, 3.12338;38
48168;ST LEGER DE PEYRE;48100;44.6042, 3.30637;190
48170;ST MARTIN DE BOUBAUX;48160;44.1943, 3.91834;180
48193;VEBRON;48400;44.2551, 3.54353;200
48194;VIALAS;48220;44.343, 3.89043;490
49001;LES ALLEUDS;49320;47.3149, -0.416673;0
49003;TUFFALUN;49700;47.2574, -0.337428;1815
49007;ANGERS;49100;47.4768, -0.556126;155984
49009;ANTOIGNE;49260;47.0785, -0.131765;475
49015;AVRILLE;49240;47.5057, -0.600789;13883
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49018;BAUGE EN ANJOU;49150;47.5467, -0.109022;12130
49021;BEAUFORT EN ANJOU;49250;47.4364, -0.206987;7271
49023;BEAUPREAU EN MAUGES;49510;47.2126, -0.983619;23617
49023;BEAUPREAU EN MAUGES;49510;47.2126, -0.983619;23617
49050;BRISSAC QUINCE;49320;47.3417, -0.441366;11119
49051;BRISSARTHE;49330;47.7115, -0.463072;0
49052;BROC;49490;47.5899, 0.197417;0
49061;CHALLAIN LA POTHERIE;49440;47.632, -1.07147;846
49063;CHALONNES SUR LOIRE;49290;47.3495, -0.772676;6694
49064;CHAMBELLAY;49220;47.6888, -0.693545;390
49069;OREE D ANJOU;49270;47.3219, -1.26054;16499
49069;OREE D ANJOU;49270;47.3219, -1.26054;16499
49078;CHARCE ST ELLIER SUR AUBANCE;49320;47.3522, -0.4032;0
49080;CHATEAUNEUF SUR SARTHE;49330;47.6842, -0.49593;3246
49092;CHEMILLE EN ANJOU;49120;47.2272, -0.730188;22111
49092;CHEMILLE EN ANJOU;49120;47.2272, -0.730188;22111
49092;CHEMILLE EN ANJOU;49120;47.2272, -0.730188;22111
49092;CHEMILLE EN ANJOU;49120;47.2272, -0.730188;22111
49096;CHERRE;49330;47.7086, -0.554395;0
49098;CHIGNE;49490;47.5762, 0.111149;0
49113;COURCHAMPS;49260;47.198, -0.157247;498
49121;DENEZE SOUS DOUE;49700;47.2529, -0.259869;485
49122;DENEZE SOUS LE LUDE;49490;47.5381, 0.123152;0
49123;DISTRE;49400;47.2233, -0.123769;1727
49125;DOUE LA FONTAINE;49700;47.1915, -0.278336;11363
49130;ECUILLE;49460;47.6152, -0.560819;628
49141;FORGES;49700;47.2145, -0.237123;0
49149;GENNES VAL DE LOIRE;49350;47.3146, -0.253486;5265
49149;GENNES VAL DE LOIRE;49350;47.3146, -0.253486;5265
49149;GENNES VAL DE LOIRE;49350;47.3146, -0.253486;5265
49150;GENNETEIL;49490;47.5837, 0.0465785;0
49163;JARZE VILLAGES;49140;47.5576, -0.240076;2780
49163;JARZE VILLAGES;49140;47.5576, -0.240076;2780
49170;JUVARDEIL;49330;47.6593, -0.514252;825
49176;LE LION D ANGERS;49220;47.6308, -0.749882;4807
49182;LOURESSE ROCHEMENIER;49700;47.2418, -0.307091;839
49183;LE LOUROUX BECONNAIS;49370;47.519, -0.901378;4876
49187;MARANS;49500;47.6416, -0.849695;0
49191;MARTIGNE BRIAND;49540;47.24, -0.437027;0
49193;LE MAY SUR EVRE;49122;47.1327, -0.875213;3917
49197;MEIGNE LE VICOMTE;49490;47.5126, 0.188044;0
49200;LONGUENEE EN ANJOU;49770;47.5608, -0.683469;6540
49215;MONTREUIL BELLAY;49260;47.1288, -0.125279;4244
49218;MONTREVAULT SUR EVRE;49110;47.2554, -1.05161;16302
49220;MORANNES SUR SARTHE;49640;47.7255, -0.40319;3689
49224;NEUILLE;49680;47.3364, -0.0184527;1009
49227;NOTRE DAME D ALLENCON;49380;47.2987, -0.466445;0
49229;NOYANT LA GRAVOYERE;49520;47.7066, -0.959577;0
49231;NUAILLE;49340;47.0863, -0.77731;1549
49241;LE PLESSIS GRAMMOIRE;49124;47.4924, -0.436285;2383
49244;MAUGES SUR LOIRE;49410;47.343, -0.869187;18799
49244;MAUGES SUR LOIRE;49410;47.343, -0.869187;18799
49244;MAUGES SUR LOIRE;49410;47.343, -0.869187;18799
49244;MAUGES SUR LOIRE;49410;47.343, -0.869187;18799
49253;LE PUY NOTRE DAME;49260;47.1141, -0.229006;1241
49267;ST BARTHELEMY D ANJOU;49124;47.4738, -0.485526;9595
49291;ST JUST SUR DIVE;49260;47.1723, -0.0995345;402
49298;ST LEGER DES BOIS;49170;47.4625, -0.727691;1715
49301;SEVREMOINE;49450;47.1257, -0.998342;26127
49301;SEVREMOINE;49450;47.1257, -0.998342;26127
49305;ST MARTIN DU BOIS;49500;47.6988, -0.735993;0
49307;LOIRE AUTHION;49800;47.422, -0.319674;16293
49307;LOIRE AUTHION;49800;47.422, -0.319674;16293
49310;ST PAUL DU BOIS;49310;47.0892, -0.54192;616
49311;ST PHILBERT DU PEUPLE;49160;47.3908, -0.0435918;1319
49317;ST REMY LA VARENNE;49250;47.3879, -0.319287;0
85100;GIVRAND;85800;46.6823, -1.87873;2128
85104;GRUES;85580;46.3813, -1.32365;860
85111;L ILE D ELLE;85770;46.3334, -0.919101;1566
85117;LAIROUX;85400;46.4497, -1.27114;629
85118;LANDERONDE;85150;46.6549, -1.57352;2321
85119;LES LANDES GENUSSON;85130;46.9664, -1.12901;2345
85126;LONGEVES;85200;46.4722, -0.858918;1360
85132;MAILLE;85420;46.3418, -0.787487;788
85133;MAILLEZAIS;85420;46.3642, -0.750261;1001
85135;MAREUIL SUR LAY DISSAIS;85320;46.5336, -1.22689;2937
85136;MARILLET;85240;46.5668, -0.634288;112
85138;MARTINET;85150;46.6621, -1.6772;1103
85143;MERVENT;85200;46.5325, -0.74852;1078
85144;MESNARD LA BAROTIERE;85500;46.8517, -1.10954;1408
22347;TREDARZEC;22220;48.7909, -3.20159;1128
22348;TREDIAS;22250;48.3654, -2.2229;492
22351;TREFFRIN;22340;48.2985, -3.52732;584
22352;TREFUMEL;22630;48.3374, -2.02418;285
22353;TREGASTEL;22730;48.8173, -3.5064;2497
22354;TREGLAMUS;22540;48.5569, -3.25462;1019
22359;TREGROM;22420;48.5946, -3.40266;412
22364;TRELIVAN;22100;48.4304, -2.10634;2762
22366;TREMEL;22310;48.6048, -3.61827;438
22371;TREMOREL;22230;48.1914, -2.30214;1171
22375;TRESSIGNAUX;22290;48.6104, -2.97488;684
22381;TREZENY;22450;48.7546, -3.36054;371
23004;ANZEME;23000;46.2541, 1.84998;583
23010;AUGERES;23210;46.08, 1.72764;123
23016;BANIZE;23120;45.9368, 1.99757;190
23017;BASVILLE;23260;45.8578, 2.41245;167
23018;BAZELAT;23160;46.3502, 1.53198;291
23021;BENEVENT L ABBAYE;23210;46.1177, 1.6294;829
23029;LE BOURG D HEM;23220;46.3013, 1.84103;221
23031;BOUSSAC;23600;46.3478, 2.22308;1293
23033;LA BRIONNE;23000;46.1644, 1.78887;445
23039;LA CELLE DUNOISE;23800;46.312, 1.78178;557
23040;LA CELLE SOUS GOUZON;23230;46.2189, 2.20927;148
23044;CHAMBON STE CROIX;23220;46.3528, 1.7695;81
23048;CHAMPAGNAT;23190;46.0202, 2.28671;474
23051;LA CHAPELLE ST MARTIAL;23250;46.0253, 1.92238;99
23054;CHARRON;23700;46.0376, 2.56408;234
23057;CHATELUS MALVALEIX;23270;46.2969, 2.03301;595
23061;CHENERAILLES;23130;46.1128, 2.17152;791
23066;LE COMPAS;23700;46.0039, 2.45262;222
23069;CROCQ;23260;45.8502, 2.36477;399
23073;DONTREIX;23700;45.9788, 2.54686;410
23081;FLAYAT;23260;45.7786, 2.3862;325
23087;FRESSELINES;23450;46.3778, 1.69897;539
23092;GLENIC;23380;46.2297, 1.94121;669
23093;GOUZON;23230;46.1872, 2.23078;1634
23099;JANAILLAT;23250;46.0481, 1.77463;345
23101;JOUILLAT;23220;46.2682, 1.9378;436
23106;LEPAUD;23170;46.2313, 2.38424;380
23112;LOURDOUEIX ST PIERRE;23360;46.3997, 1.82842;796
23112;LOURDOUEIX ST PIERRE;23360;46.3997, 1.82842;796
23119;MALLERET;23260;45.7624, 2.3227;44
23121;MALVAL;23220;46.357, 1.89806;42
23122;MANSAT LA COURRIERE;23400;45.9652, 1.79571;108
23123;LES MARS;23700;45.9954, 2.49152;199
23137;MOURIOUX VIEILLEVILLE;23210;46.0794, 1.63796;517
23142;NEOUX;23200;45.9158, 2.26373;292
23144;LA NOUAILLE;23500;45.8394, 2.06991;250
23146;NOUZERINES;23600;46.3892, 2.11087;254
23147;NOUZEROLLES;23360;46.3834, 1.7404;103
23149;PARSAC RIMONDEIX;23140;46.1974, 2.13975;704
23151;PEYRAT LA NONIERE;23130;46.0803, 2.25228;429
23165;ROYERE DE VASSIVIERE;23460;45.8375, 1.90167;575
23166;SAGNAT;23800;46.3131, 1.62442;203
23170;SAVENNES;23000;46.1091, 1.88611;227
23176;LA SOUTERRAINE;23300;46.2367, 1.47591;5575
23179;ST ALPINIEN;23200;45.9621, 2.24239;279
23181;ST AMAND JARTOUDEIX;23400;45.9176, 1.66887;177
23186;ST CHRISTOPHE;23000;46.0966, 1.86066;154
23190;ST DOMET;23190;46.0507, 2.29545;180
23197;ST GEORGES LA POUGE;23250;45.9974, 1.96276;376
23198;ST GEORGES NIGREMONT;23500;45.836, 2.27336;128
23199;ST GERMAIN BEAUPRE;23160;46.316, 1.55742;450
23200;ST GOUSSAUD;23430;46.0311, 1.56128;166
23205;ST JUNIEN LA BREGERE;23400;45.8846, 1.74417;141
23209;ST LOUP;23130;46.1464, 2.28116;184
23211;ST MARC A FRONGIER;23200;45.9193, 2.11056;425
23217;ST MARTIN STE CATHERINE;23430;45.9427, 1.56103;337
23218;ST MAURICE PRES CROCQ;23260;45.8576, 2.31542;102
23220;ST MEDARD LA ROCHETTE;23200;46.0221, 2.14642;600
23225;ST ORADOUX PRES CROCQ;23260;45.8887, 2.37556;104
23231;ST PIERRE DE FURSAC;23290;46.1679, 1.49194;0
23241;ST SILVAIN BELLEGARDE;23190;45.9662, 2.30738;206
23242;ST SILVAIN MONTAIGUT;23320;46.1412, 1.76066;200
23244;ST SULPICE LE DUNOIS;23800;46.298, 1.72608;630
23246;ST SULPICE LES CHAMPS;23480;45.9883, 2.02003;368
23251;TARDES;23170;46.1415, 2.35456;140
23254;TOULX STE CROIX;23600;46.2911, 2.21725;269
23263;VILLARD;23800;46.3295, 1.69939;373
23265;LA VILLENEUVE;23260;45.8966, 2.41574;68
24001;ABJAT SUR BANDIAT;24300;45.5818, 0.759999;636
24014;AUBAS;24290;45.0794, 1.19807;654
24025;BARS;24210;45.0949, 1.05074;239
24027;BAYAC;24150;44.8047, 0.722798;351
24029;BEAUPOUYET;24400;44.9961, 0.285254;496
24031;BEAUREGARD ET BASSAC;24140;44.9936, 0.632603;273
76561;ST AUBIN LES ELBEUF;76410;49.3031, 1.01821;8257
76565;ST AUBIN SUR SCIE;76550;49.8825, 1.07805;1161
76571;STE CROIX SUR BUCHY;76750;49.5629, 1.34093;703
76584;ST GERMAIN SUR EAULNE;76270;49.766, 1.51057;198
76585;ST GILLES DE CRETOT;76490;49.5582, 0.652697;442
76589;ST HONORE;76590;49.7837, 1.1565;205
76605;STE MARGUERITE SUR MER;76119;49.9066, 0.955246;492
76610;STE MARIE DES CHAMPS;76190;49.6259, 0.781814;1606
